,de,fr,ja,ko,sentiment,hashtags,user_mentions,author_followers_count,author_friends_count,author_statuses_count,retweet_count,favorite_count,ADJ,ADV,CC,CS,ET,I,NC,NP,PREF,PRO,V,PUNC
1114004774855299072,0,1,0,0,-0.884105,0,0,398,136,25343,0,0,0,1,1,0,0,0,5,2,0,0,1,0
1114004787719221250,0,1,0,0,-0.957557,0,1,212,1063,1946,0,0,2,0,0,0,0,0,2,1,0,2,1,1
1114004799094251520,0,1,0,0,-0.677655,0,3,10,64,269,0,0,2,3,1,0,0,0,6,0,0,0,3,2
1114004804349714432,0,1,0,0,0.0,0,1,1138,556,155,0,0,1,0,0,0,5,0,2,0,0,0,2,0
1114004834066341888,0,1,0,0,0.0,0,0,1988,555,40736,0,0,4,2,0,0,0,0,4,2,0,1,2,2
1114004844761763840,0,1,0,0,0.300769,1,1,141,528,1723,0,0,0,2,0,0,0,0,4,1,0,0,1,2
1114005048055308291,0,0,1,0,0.830227,1,0,2830,1786,26855,1,4,7,1,0,0,0,1,10,3,1,3,17,11
1114005077507764224,0,0,0,1,-0.775766,0,0,1667,1,111981,0,0,5,1,0,0,0,0,11,0,0,0,4,2
1114005102027661312,0,0,1,0,-0.557309,0,0,152,103,2159,0,0,1,2,0,0,0,0,13,3,0,0,15,2
1114005102124081152,0,0,1,0,-0.637446,0,1,1513,353,6666,0,0,2,0,0,0,0,2,10,0,0,1,9,2
1114005102233153536,0,0,1,0,-0.580797,0,0,38,3,21791,0,0,4,3,0,0,0,0,15,0,1,3,20,5
1114005102367371265,0,0,1,0,0.0,0,0,58,39,83590,0,0,1,0,1,0,0,0,4,0,0,0,3,4
1114005102484844544,0,0,1,0,0.886598,0,0,115,216,72188,0,0,3,0,0,0,0,0,9,1,1,1,10,2
1114005102581280769,0,0,1,0,0.556,0,1,172,177,2286,0,0,4,0,0,0,0,0,1,0,0,0,4,2
1114005102673534977,0,0,1,0,-0.80324,0,0,12,48,41,0,0,2,1,0,0,0,0,11,0,3,1,14,5
1114005102694522880,0,0,1,0,0.83531,0,0,157,779,29386,0,0,2,0,0,0,0,0,10,0,1,2,4,0
1114005103323652096,0,0,1,0,-0.407308,0,0,460,418,15733,0,0,2,0,0,0,0,0,3,0,0,0,2,8
1114005103382384640,0,0,1,0,0.918765,0,0,188,223,54428,0,0,2,0,0,0,0,0,7,0,2,0,4,0
1114005103520829440,0,0,1,0,-0.886142,0,1,57,58,1073,0,0,2,0,0,0,0,0,6,0,0,0,10,3
1114005103751651329,0,0,1,0,0.51039,2,0,14,0,795,0,0,5,2,0,0,0,0,13,0,0,2,25,11
1114005103764099072,0,0,1,0,0.0,0,0,202,194,13732,0,0,1,0,0,0,0,0,3,0,0,0,3,2
1114005103952793600,0,0,1,0,0.618054,0,0,68,76,1012,0,0,2,0,0,0,0,0,25,0,5,0,17,10
1114005104082821121,0,0,1,0,0.901565,7,0,2,0,11,0,0,3,0,0,0,0,0,16,4,0,0,5,9
1114005104116387841,0,0,1,0,-0.642583,0,0,1982,177,68172,0,0,3,2,0,0,0,0,15,0,0,2,19,13
1114005104149975040,0,0,1,0,0.0,0,1,200,38,1398,0,0,0,1,0,0,0,0,2,0,0,0,2,0
1114005104196087808,0,0,1,0,0.0,0,1,63,58,13125,0,0,1,0,0,0,0,0,1,0,0,0,3,0
1114005104271577088,0,0,1,0,-0.614033,0,1,1655,1552,3835,0,0,1,0,0,0,0,0,4,2,0,0,4,0
1114005104372342785,0,0,1,0,-0.33893,1,0,4,21,55,0,0,5,1,0,0,0,0,18,1,1,0,14,9
1114005104602955778,0,0,1,0,0.787595,0,1,554,922,3985,0,0,4,0,0,0,0,0,1,0,0,0,3,1
1114005104661794816,0,0,1,0,-0.373053,1,1,43351,15692,107094,0,0,2,0,0,0,0,0,7,0,0,0,7,9
1114005104724590597,0,0,1,0,-0.456872,0,1,265,317,13099,0,0,3,1,0,0,0,0,2,1,0,1,9,1
1114005104783384581,0,0,1,0,0.974706,0,1,184,217,2628,0,0,7,0,0,0,0,1,6,1,2,1,9,7
1114005104959471617,0,0,1,0,0.422718,0,0,37,63,4725,0,0,3,1,0,0,0,0,14,2,0,0,21,4
1114005105269850112,0,0,1,0,0.0,0,0,27,29,13713,0,0,1,0,0,0,0,0,6,0,0,1,0,1
1114005105928335360,0,0,1,0,-0.819024,0,0,889,307,21034,0,0,6,5,1,0,0,0,12,0,0,0,21,3
1114005106087743488,0,0,1,0,-0.905916,0,1,183,190,9013,0,0,1,2,0,0,0,1,12,0,0,0,20,7
1114005106301652992,0,0,1,0,-0.340027,0,1,368,362,77416,0,0,2,1,0,0,0,0,6,1,2,1,11,5
1114005106918215680,0,0,1,0,-0.324821,0,0,9058,9648,32019,0,0,0,0,0,0,0,0,11,1,0,0,8,1
1114005106976940032,0,0,1,0,-0.655878,0,0,1037,494,63517,0,0,1,0,0,0,0,0,7,1,0,0,12,0
1114005107136290816,0,0,1,0,-0.540268,0,0,1233,1018,196228,0,0,1,3,0,0,0,0,2,3,0,0,9,0
1114005107257929728,0,0,1,0,0.942407,0,1,107,462,4931,0,0,0,1,0,0,0,0,1,0,1,0,4,1
1114005107283189760,0,0,1,0,0.0,0,0,118,104,8551,0,0,2,1,0,0,0,0,9,0,0,0,16,1
1114005107299864577,0,0,1,0,-0.812247,0,1,249,265,15450,0,0,1,0,0,0,0,0,4,0,0,0,5,0
1114005108302405632,0,0,1,0,0.0,0,0,96,206,18057,0,0,1,0,0,0,0,0,3,0,0,0,4,0
1114005108344229888,0,0,1,0,0.499715,0,0,745,648,46582,0,0,1,0,0,0,0,0,11,0,0,2,24,1
1114005108377784321,0,0,1,0,0.939672,0,1,92,75,8752,0,0,2,3,0,0,0,1,16,0,4,1,25,8
1114005108730224640,0,0,1,0,0.0,0,0,41,9,74110,0,0,1,0,0,0,0,0,18,1,0,0,3,3
1114005108742688768,0,0,1,0,0.687974,0,0,107,15,80404,0,0,3,0,0,0,0,1,3,1,0,1,6,3
1114005108931489792,0,0,1,0,0.435912,0,1,5737,1970,2310,0,0,1,0,0,0,0,1,2,2,1,0,5,6
1114005109023723520,0,0,1,0,0.603565,0,1,968,1147,1952,0,0,2,0,0,0,0,0,12,0,0,2,23,5
1114005109107609600,0,0,1,0,-0.831759,0,0,2282,2582,13637,0,0,5,0,0,0,0,0,22,0,0,1,24,11
1114005109350879232,0,0,1,0,0.989696,0,1,1295,1077,15347,0,0,1,0,0,0,0,1,4,1,2,0,6,4
1114005109422186496,0,0,1,0,-0.437957,0,0,571,486,79218,0,0,2,0,1,0,0,1,10,1,0,1,14,1
1114005109795577856,0,0,1,0,0.0,0,0,53,53,4470,0,0,1,1,0,0,0,0,3,0,0,0,4,4
1114005109850009600,0,0,1,0,0.664779,0,0,12,16,4052,0,0,3,1,0,0,0,0,12,0,1,2,14,1
1114005110076502016,0,0,1,0,0.49121,0,0,158,137,350,0,0,2,0,0,0,0,0,10,0,0,1,7,4
1114005110126854144,0,0,1,0,0.727496,0,0,1079,879,3415,0,0,3,0,0,0,0,0,17,2,0,1,4,5
1114005110265278466,0,0,1,0,-0.788035,1,0,88,75,21019,0,0,1,2,0,0,0,0,20,3,0,2,7,8
1114005110286217217,0,0,1,0,-0.678343,0,0,190,197,18346,0,0,2,0,0,0,0,0,8,0,0,0,4,1
1114005110403653632,0,0,1,0,0.983343,0,0,2150,287,98838,0,0,2,1,0,0,0,0,3,0,0,0,5,0
1114005110470742016,0,0,1,0,-0.632926,0,0,11,10,18530,0,0,3,1,1,0,0,0,3,0,0,2,5,1
1114005110525325313,0,0,1,0,0.684573,0,0,78,58,108,0,0,2,0,0,0,0,0,7,0,0,0,9,3
1114005110982471680,0,0,1,0,0.900878,0,1,171,900,10714,0,0,2,0,0,0,0,0,3,0,0,0,2,1
1114005111104102403,0,0,1,0,-0.641385,0,0,133,168,112044,0,0,1,0,0,0,0,0,3,0,0,0,5,4
1114005111326380038,0,0,1,0,0.601106,0,1,276,64,5006,0,0,6,2,1,0,0,0,11,1,1,1,23,10
1114005111695523840,0,0,1,0,0.0,0,0,43,350,33264,0,0,1,1,0,0,0,0,4,0,0,0,10,0
1114005111800393729,0,0,1,0,0.853269,2,0,131,184,3206,0,0,4,1,0,0,0,0,16,0,0,0,8,9
1114005111905193986,0,0,1,0,-0.890826,0,1,436,410,80228,0,0,5,3,0,0,0,0,9,0,0,1,17,2
1114005112127549441,0,0,1,0,-0.385058,0,1,139,144,32158,0,0,1,0,0,0,0,2,8,2,2,0,22,11
1114005112425332738,0,0,1,0,0.636582,0,1,18,28,17465,0,0,4,3,0,0,0,0,14,2,0,1,21,3
1114005112458891269,0,0,1,0,-0.692699,0,0,363,469,32490,0,0,3,1,0,0,0,0,9,2,0,0,19,5
1114005112773459968,0,0,1,0,0.0,0,0,569,339,48269,0,0,2,1,0,0,0,0,11,1,0,0,9,3
1114005113163509760,0,0,1,0,-0.872397,0,1,341,166,11777,0,0,1,2,0,0,0,1,1,0,1,0,4,1
1114005113306095617,0,0,1,0,0.0,0,0,314,643,57231,0,0,3,0,0,0,0,0,11,0,0,0,9,1
1114005113704669184,0,0,1,0,-0.81045,0,0,9205,5781,183266,0,0,3,4,0,0,0,0,14,2,0,1,21,7
